,Decimal Latitude,Decimal Longitude,Catalog Number,Scientific Name,Family,Identified By,Collector,Collector Number,Event Date,Continent,Country,State/Province,County,Locality,Habitat,Collection Code,Institution Code,Modified,ID,Occurrence ID,Collection,Image Size,File Size,Record,Link to this Item,Manifest,Full citation,Geodetic Datum,In public portfolios,Species Header,Accepted Name,Collector and Date,Location,Notes,Type Status,Publication
0,46.3586510000,-85.0310660000,1253113,"
Cirsium palustre
",Asteraceae,,Rogers McVaugh,9729,1948-08-08,North America,USA,Michigan,Chippewa,near highway 1/2 mile south of Eckerman;,Wet places  locally abundant on grassy banks.,Angiosperms,MICH,2016-3-07,6e4def0f-9062-474e-8892-0cc02029269f,6e4def0f-9062-474e-8892-0cc02029269f,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,969 KB,1253113,"

https://quod.lib.umich.edu/h/herb00ic/x-1253113/mich-v-1253113

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253113:MICH-V-1253113

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253113/mich-v-1253113.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.0000000000,-83.6666700000,1253114,"
Cirsium palustre
",Asteraceae,,Edward G. Voss,16418,1994-09-16,North America,USA,Michigan,Chippewa,"DRUMMOND ISLAND, northeast side of head of Warner's Cove, near center sec. 18, T41N, R6E.","apparently very local in calcareous marshy area on shore,",Angiosperms,MICH,2016-3-07,19a6ed8f-2e9a-4431-8592-e4f54f77fee9,19a6ed8f-2e9a-4431-8592-e4f54f77fee9,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,571 KB,1253114,"

https://quod.lib.umich.edu/h/herb00ic/x-1253114/mich-v-1253114

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253114:MICH-V-1253114

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253114/mich-v-1253114.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,44.6480200000,-85.0237200000,1253115,"
Cirsium palustre
",Asteraceae,,Elaine M. Chittenden,809,1992-07-15,North America,USA,Michigan,Kalkaska,"0.3 mi E of North Branch Manistee River and and 1.8 mi. S of County Road 571 (Kniss Road).  T26N R06W, Sec. 15 SW1/4SE1/4","Rich Conifer Swamp; Cedar swamp, near road, part shade to full sun, saturated muck.  Common.",Angiosperms,MICH,2016-3-07,d3482831-ada3-4ebc-98b7-861f3a27d2a2,d3482831-ada3-4ebc-98b7-861f3a27d2a2,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,829 KB,1253115,"

https://quod.lib.umich.edu/h/herb00ic/x-1253115/mich-v-1253115

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253115:MICH-V-1253115

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253115/mich-v-1253115.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.0435030000,-85.9702900000,1253116,"
Cirsium palustre
",Asteraceae,,Edward G. Voss,4755,1957-07-22,North America,USA,Michigan,Schoolcraft,"along U.S highway 2, ca. 4 mi. NE of Gulliver.",local at edge of wet thickets,Angiosperms,MICH,2016-3-07,2b826936-1542-4903-aaeb-67b0afab21c7,2b826936-1542-4903-aaeb-67b0afab21c7,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,837 KB,1253116,"

https://quod.lib.umich.edu/h/herb00ic/x-1253116/mich-v-1253116

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253116:MICH-V-1253116

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253116/mich-v-1253116.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1253117,"
Cirsium palustre
",Asteraceae,,Edward G. Voss,2999,1956-07-11,North America,USA,Michigan,Mackinac,along U. S. Highway 2 ca. 1/2 mi. NE of Gould City.,locally common at edge of moist roadside ditch,Angiosperms,MICH,2016-3-07,8f9471a7-3c87-4b4c-ac84-0f2a600c70b6,8f9471a7-3c87-4b4c-ac84-0f2a600c70b6,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,896 KB,1253117,"

https://quod.lib.umich.edu/h/herb00ic/x-1253117/mich-v-1253117

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253117:MICH-V-1253117

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253117/mich-v-1253117.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1253118,"
Cirsium palustre
",Asteraceae,,Edward G. Voss,4687,1957-07-20,North America,USA,Michigan,Mackinac,"S edge NE1/4 sec. 28, T44N, R7W, ca. 3 mi. NE of Rexton.","locally frequent, moist ground between road and spruce-tamarack-cedar bog,",Angiosperms,MICH,2016-3-07,dd9d682d-c398-4240-b45f-c1f9a6628620,dd9d682d-c398-4240-b45f-c1f9a6628620,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,927 KB,1253118,"

https://quod.lib.umich.edu/h/herb00ic/x-1253118/mich-v-1253118

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253118:MICH-V-1253118

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253118/mich-v-1253118.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.7019420000,-85.1867060000,1253119,"
Cirsium palustre
",Asteraceae,,Edward G. Voss,3132,1956-07-19,North America,USA,Michigan,Chippewa,"on way to logging camp, sec. 28, T50N, R7W, ca. 7 mi. NW of Paradise.","locally frequent, moist ground by side of sandy trail road",Angiosperms,MICH,2016-3-07,c6f1b337-2d50-4cab-9a79-415744964b0a,c6f1b337-2d50-4cab-9a79-415744964b0a,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,691 KB,1253119,"

https://quod.lib.umich.edu/h/herb00ic/x-1253119/mich-v-1253119

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253119:MICH-V-1253119

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253119/mich-v-1253119.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.3355600000,-85.2594400000,1253120,"
Cirsium palustre
",Asteraceae,,Deb Garlitz,814,1989-06-24,North America,USA,Michigan,Luce,"at Toonerville Trolley Train Station 2 mi. N. M-28 1 mi. west of Co. line. Pentland Twp. T46N, R8W, Sec. 36 SE1/4",In wet sunny ditch along abandoned railroad track,Angiosperms,MICH,2016-3-07,bc5fb2db-1871-46d4-a08c-9979b2a7ce8b,bc5fb2db-1871-46d4-a08c-9979b2a7ce8b,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,839 KB,1253120,"

https://quod.lib.umich.edu/h/herb00ic/x-1253120/mich-v-1253120

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253120:MICH-V-1253120

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253120/mich-v-1253120.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.7553100000,-84.9747800000,1253121,"
Cirsium palustre
",Asteraceae,,Edward G. Voss,11333,1963-07-24,North America,USA,Michigan,Emmet,"near trail road between Waugoshance Point road and Sturgeon Bay cabin, near center E edge sec. 30, T39N, R5W, Wilderness State Park.","scarce, moist thicket-woods",Angiosperms,MICH,2016-3-07,9676c499-a780-42e3-9dd5-39949cbb0d89,9676c499-a780-42e3-9dd5-39949cbb0d89,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,931 KB,1253121,"

https://quod.lib.umich.edu/h/herb00ic/x-1253121/mich-v-1253121

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253121:MICH-V-1253121

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253121/mich-v-1253121.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.8584000000,-84.8690000000,1253122,"
Cirsium palustre
",Asteraceae,,Edward G. Voss,16089,1990-06-16,North America,USA,Michigan,Mackinac,St. Helena Island:,on damp gravelly south shore of Island.,Angiosperms,MICH,2016-3-07,c6da662c-67a0-4c55-a9af-309291a3dfc2,c6da662c-67a0-4c55-a9af-309291a3dfc2,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,827 KB,1253122,"

https://quod.lib.umich.edu/h/herb00ic/x-1253122/mich-v-1253122

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253122:MICH-V-1253122

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253122/mich-v-1253122.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1253123,"
Cirsium palustre
",Asteraceae,,Leslie J. Mehrhoff,20939,2000-07-30,North America,USA,Michigan,Luce,"Newberry, Route 123 10 miles north of intersection with Route 28 and north of Auger Creek.",Edge of peat land near road.,Angiosperms,MICH,2016-3-06,787b62ee-a3c3-4e70-9db4-05cbe3c52564,787b62ee-a3c3-4e70-9db4-05cbe3c52564,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,552 KB,1253123,"

https://quod.lib.umich.edu/h/herb00ic/x-1253123/mich-v-1253123

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253123:MICH-V-1253123

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253123/mich-v-1253123.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1253124,"
Cirsium palustre
",Asteraceae,,Leslie J. Mehrhoff,20939,2000-07-30,North America,USA,Michigan,Luce,"Newberry, Route 123 10 miles north of intersection with Route 28 and north of Auger Creek.",Edge of peat land near road.,Angiosperms,MICH,2016-3-11,3b9bb44e-8af5-4db8-8750-acc7a595d860,3b9bb44e-8af5-4db8-8750-acc7a595d860,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,886 KB,1253124,"

https://quod.lib.umich.edu/h/herb00ic/x-1253124/mich-v-1253124

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253124:MICH-V-1253124

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253124/mich-v-1253124.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.1010000000,-85.5723330000,1253125,"
Cirsium palustre
",Asteraceae,,Daniel F. Brunton,"14,642",2000-07-22,North America,USA,Michigan,Mackinac,"46°06.06 N' 85°34.34 W': intersection of Highway 117 and US Highway 2,","UNCOMMON in low, disturbed meadow with Schoenoplectus pungens, Daucus carota, Juncus balticus.",Angiosperms,MICH,2016-3-11,c60a330f-80a3-4685-91c0-a7c42d80e355,c60a330f-80a3-4685-91c0-a7c42d80e355,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,716 KB,1253125,"

https://quod.lib.umich.edu/h/herb00ic/x-1253125/mich-v-1253125

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253125:MICH-V-1253125

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253125/mich-v-1253125.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.8291800000,-84.6000440000,1253126,"
Cirsium palustre
",Asteraceae,,Edward G. Voss,15335,1980-07-16,North America,USA,Michigan,Mackinac,Round Island:  along shore of Lake Huron on E side of the island (NW of the sandy beach).,scarce at damp edges of conifer woods,Angiosperms,MICH,2016-3-07,366fa073-8fd9-4fdd-879d-f12bfe5898a3,366fa073-8fd9-4fdd-879d-f12bfe5898a3,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,579 KB,1253126,"

https://quod.lib.umich.edu/h/herb00ic/x-1253126/mich-v-1253126

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253126:MICH-V-1253126

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253126/mich-v-1253126.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.5303620000,-87.7104090000,1253127,"
Cirsium palustre
",Asteraceae,,Edward G. Voss,4711,1957-07-21,North America,USA,Michigan,Marquette,"by wooded cliffs near Ropes Gold Mine, NW1/4 sec. 29, T48N, R27W, ca. 6 mi. NW of Ishpeming.",frequent at edge of moist meadow,Angiosperms,MICH,2016-3-07,f7ebd99d-43b1-4601-91fe-5fa1129b01a9,f7ebd99d-43b1-4601-91fe-5fa1129b01a9,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,804 KB,1253127,"

https://quod.lib.umich.edu/h/herb00ic/x-1253127/mich-v-1253127

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253127:MICH-V-1253127

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253127/mich-v-1253127.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.5735700000,-88.4373600000,1253128,"
Cirsium palustre
",Asteraceae,,Edward G. Voss,7647,1958-07-23,North America,USA,Michigan,Baraga,"near N side of Parent Lake, ca. 5.5 mi. NE of Covington.","frequent, broad shoulder of U.S. Highway 41",Angiosperms,MICH,2016-3-07,6af07b21-74a8-49f7-87a1-2897d4e3e6a9,6af07b21-74a8-49f7-87a1-2897d4e3e6a9,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,719 KB,1253128,"

https://quod.lib.umich.edu/h/herb00ic/x-1253128/mich-v-1253128

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253128:MICH-V-1253128

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253128/mich-v-1253128.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1253129,"
Cirsium palustre
",Asteraceae,,Edward G. Voss,15416,1981-07-17,North America,USA,Michigan,Marquette,"a large colony near boathouse at Mountain Lake, Huron Mountains -- and noted elsewhere.",,Angiosperms,MICH,2016-3-07,02f243d9-f918-49d7-805a-770f1744b51b,02f243d9-f918-49d7-805a-770f1744b51b,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,513 KB,1253129,"

https://quod.lib.umich.edu/h/herb00ic/x-1253129/mich-v-1253129

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253129:MICH-V-1253129

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253129/mich-v-1253129.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.0226600000,-86.9719500000,1253130,"
Cirsium palustre
",Asteraceae,,Robert J. VandeKopple,147,1976-07-06,North America,USA,Michigan,Delta,T42N R21W  SE1/4SE1/4SW1/4 of sec. 17 ca. 7 miles N of Rapid River.,"Widely scattered in much disturbed ground (white pine plantation that had been cut 4 years ago) with Poa pratensis, and Pteridium aquilinum,",Angiosperms,MICH,2016-3-07,390eb529-584a-4653-bbdc-72a3a047895b,390eb529-584a-4653-bbdc-72a3a047895b,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,715 KB,1253130,"

https://quod.lib.umich.edu/h/herb00ic/x-1253130/mich-v-1253130

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253130:MICH-V-1253130

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253130/mich-v-1253130.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",WGS84,,,,,,,,
0,45.8047200000,-85.4945340000,1253131,"
Cirsium palustre
",Asteraceae,,Edward G. Voss,4853,1957-07-26,North America,USA,Michigan,Charlevoix,Garden Island:  between S end and Indian Harbor.,Occasional on gravelly-rocky shore,Angiosperms,MICH,2016-3-07,7ab60ddb-ec88-457a-b8c9-9f41776710b9,7ab60ddb-ec88-457a-b8c9-9f41776710b9,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,964 KB,1253131,"

https://quod.lib.umich.edu/h/herb00ic/x-1253131/mich-v-1253131

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253131:MICH-V-1253131

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253131/mich-v-1253131.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.5287460000,-86.4446620000,1253132,"
Cirsium palustre
",Asteraceae,,Edward G. Voss,7630,1958-07-22,North America,USA,Michigan,Alger,"near foot of Chapel Falls, SE side of Chapel Lake (sec. 28), ca. 4.5 mi. NNW of Melstrand.",locally frequent in moist open ground,Angiosperms,MICH,2016-3-07,b666c881-933b-43fa-b7e9-ce586aca2b24,b666c881-933b-43fa-b7e9-ce586aca2b24,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,735 KB,1253132,"

https://quod.lib.umich.edu/h/herb00ic/x-1253132/mich-v-1253132

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253132:MICH-V-1253132

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253132/mich-v-1253132.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.6867430000,-84.7133230000,1253133,"
Cirsium palustre
",Asteraceae,,Edward G. Voss,8857,1959-08-01,North America,USA,Michigan,Cheboygan,"E edge sec. 18, Hebron Tp., ca. 7 mi. S of Mackinaw City.","bog forest,",Angiosperms,MICH,2016-3-07,094dc3af-bf5d-47b5-8d3d-cb4a971d2488,094dc3af-bf5d-47b5-8d3d-cb4a971d2488,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,992 KB,1253133,"

https://quod.lib.umich.edu/h/herb00ic/x-1253133/mich-v-1253133

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253133:MICH-V-1253133

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253133/mich-v-1253133.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.6447100000,-88.4826200000,1253134,"
Cirsium palustre
",Asteraceae,E. G. Voss,E. A. Bourdo,"28,612",1974-08-01,North America,USA,Michigan,Baraga,"Ford Forestry Center, Sec. 18, T49N, R33W.","Very common along highways, roadsides, and ditches.",Angiosperms,MICH,2022-4-08,35fe24bb-acf4-4272-b33a-e9db03973673,35fe24bb-acf4-4272-b33a-e9db03973673,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,715 KB,1253134,"

https://quod.lib.umich.edu/h/herb00ic/x-1253134/mich-v-1253134

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253134:MICH-V-1253134

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253134/mich-v-1253134.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.6447100000,-88.4826200000,1253135,"
Cirsium palustre
",Asteraceae,,"Eric A. Bourdo, Jr.","28,612",1974-08-01,North America,USA,Michigan,Baraga,"Ford Forestry center, Section 18, T49N, R33W.","Very common along highways, roadsides and ditches.",Angiosperms,MICH,2022-4-08,66235dd8-dabe-415c-8509-cc6e5f7a540e,66235dd8-dabe-415c-8509-cc6e5f7a540e,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,730 KB,1253135,"

https://quod.lib.umich.edu/h/herb00ic/x-1253135/mich-v-1253135

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1253135:MICH-V-1253135

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1253135/mich-v-1253135.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.2736400000,-88.7491400000,1255868,Packera aurea,Asteraceae,,Steven C. Garske,0699-19,1999-06-18,North America,USA,Michigan,Iron,"T45N, R36W, NW 1/4 NE 1/4 Section 25.  Wetland just west of North Branch, Paint River.  Ottawa National Forest.","Locally fairly common on wet to saturated ground, in partial shade. In Alnus rugosa-dominated wetland, with scattered Picea mariana, Betula  papyrifera, and Abies balsamea. With Carex canescens, Carex stipata, Galium asprellum, Rubus pubescens, Rhamnus alnifolia, Cirsium palustre, and Cirsium muticum.""",Angiosperms,MICH,2016-3-10,f9388be6-5eaa-4f05-9ff1-809fb93e8f38,f9388be6-5eaa-4f05-9ff1-809fb93e8f38,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,390 KB,1255868,"

https://quod.lib.umich.edu/h/herb00ic/x-1255868/mich-v-1255868

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1255868:MICH-V-1255868

content_copy


","


""Packera aurea"". 
https://quod.lib.umich.edu/h/herb00ic/x-1255868/mich-v-1255868.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.5097910000,-88.6818190000,1303934,Stenanthium gramineum,Melanthiaceae,Anton A. Reznicek,Ian Shackleford,735,2011-08-08,North America,USA,Michigan,Houghton,S side of railroad tracks. 230 meters W of Forest Road 2385. Private land (P. & K. Jacobson).,"Small open spot by railroad tracks. With Solidago altissima, Scirpus cyperinus, Eupatorium maculatum, Cirsium palustre, Chelone glabra, and Clematis occidentalis. Open spot may soon be filled in by Salix petiolaris, Alnus rugosa, and Prunus virginiana.",Angiosperms,MICH,2016-3-13,64b5a985-1927-4d61-907d-4cf1da9610fc,64b5a985-1927-4d61-907d-4cf1da9610fc,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,703 KB,1303934,"

https://quod.lib.umich.edu/h/herb00ic/x-1303934/mich-v-1303934

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1303934:MICH-V-1303934

content_copy


","


""Stenanthium gramineum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1303934/mich-v-1303934.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",NAD 83,,,,,,,,
0,,,1323437,Carex interior,Cyperaceae,,Janet K. Marr,2288,1994-08-01,North America,USA,Michigan,Schoolcraft,"Hiawatha National Forest, Sawmill Pond survey T43N R18W N 1/2 of sec 14","under Alnus; with Lycopus uniflorus, Triadenum fraseri, Cicuta bulbibera, Cirsium palustre, Calamagrostis canadensis",Angiosperms,MICH,2016-3-08,2060881e-32e3-4043-8052-56e3d109505b,2060881e-32e3-4043-8052-56e3d109505b,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,497 KB,1323437,"

https://quod.lib.umich.edu/h/herb00ic/x-1323437/mich-v-1323437

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1323437:MICH-V-1323437

content_copy


","


""Carex interior"". 
https://quod.lib.umich.edu/h/herb00ic/x-1323437/mich-v-1323437.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.5179100000,-88.6140700000,1334506,Leucophysalis grandiflora,Solanaceae,,Ian Shackleford,695,2008-07-11,North America,USA,Michigan,Baraga,70 meters northeast of the Sturgeon River.,"0.05 acre upland island within a nothern wet meadow along the Sturgeon River floodplain. Island was burned over by wildfire in late April 2007. Growing at base of white pine, killed by the fire. With Cirsium palustre, Verbena hastata, Rubus idaeus, Polygonum cilinode, Poa sp., and Anemone quinquefolia.",Angiosperms,MICH,2016-3-05,3fa6b025-aa1b-4c0a-9389-ac59ee8ae5d5,3fa6b025-aa1b-4c0a-9389-ac59ee8ae5d5,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,447 KB,1334506,"

https://quod.lib.umich.edu/h/herb00ic/x-1334506/mich-v-1334506

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1334506:MICH-V-1334506

content_copy


","


""Leucophysalis grandiflora"". 
https://quod.lib.umich.edu/h/herb00ic/x-1334506/mich-v-1334506.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.7434210000,-88.6253170000,1334540,Glyceria grandis,Poaceae,,William A. MacKinnon,2683,2008-07-20,North America,USA,Michigan,Baraga,"West shore of Sturgeon River, ca. 7.5 miles WSW of Baraga. Ca. 2 miles NE (downstream) of Prickett Dam.","Frequent. Marshy shallow end of oxbow pond. With Typha latifolia, Onoclea sensibilis, Stachys palustris, Stellarai graminea, Cirsium palustre, Leersia oryzoides.",Angiosperms,MICH,2016-3-05,79856b97-5916-49a9-8fb3-c086ac62e9ce,79856b97-5916-49a9-8fb3-c086ac62e9ce,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,635 KB,1334540,"

https://quod.lib.umich.edu/h/herb00ic/x-1334540/mich-v-1334540

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1334540:MICH-V-1334540

content_copy


","


""Glyceria grandis"". 
https://quod.lib.umich.edu/h/herb00ic/x-1334540/mich-v-1334540.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1442247,"
Cirsium palustre
",Asteraceae,,Ellen Elliott Weatherbee,4011,,North America,Canada,Ontario,,Contact UM Herbarium,,Angiosperms,MICH,2019-4-02,a41ebf4d-bf7f-4a14-a7d7-5294382f62b8,a41ebf4d-bf7f-4a14-a7d7-5294382f62b8,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,806 KB,1442247,"

https://quod.lib.umich.edu/h/herb00ic/x-1442247/mich-v-1442247

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1442247:MICH-V-1442247

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1442247/mich-v-1442247.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1442248,"
Cirsium palustre
",Asteraceae,,Edward G. Voss,16679,,North America,Canada,Ontario,,Contact UM Herbarium,,Angiosperms,MICH,2018-12-25,03799bcc-f213-44fc-8fdb-cd3dc24f9953,03799bcc-f213-44fc-8fdb-cd3dc24f9953,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,823 KB,1442248,"

https://quod.lib.umich.edu/h/herb00ic/x-1442248/mich-v-1442248

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1442248:MICH-V-1442248

content_copy


","


""Cirsium palustre"". 
https://quod.lib.umich.edu/h/herb00ic/x-1442248/mich-v-1442248.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
